file,emotion
C:/proje/ser_proje\dataset\Sad\1984_hl_igde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_isirgan.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_japon.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kagit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_karton.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kedi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kemik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kibir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kiler.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kirgin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_koku.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_konuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_koy.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kulac.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kusluk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_kustah.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_lokma.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_lufer.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_melek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_mujde.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_nasil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_nicin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_odenek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_ogul.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_okul.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_olcut.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_ordek.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_orgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_pamuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_pas.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_pihti.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_rihtim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_saf.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_sarap.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_sarj.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_satir.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_senlik.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_sepet.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_serin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_sevgi.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_simit.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_soba.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_sucuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_tahta.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_tembel.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_tirtil.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_turev.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_unlu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_utanc.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_vurgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_yanki.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_yazim.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_yigilmak.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_yigin.wav,Sad
C:/proje/ser_proje\dataset\Sad\1984_hl_zeytin.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_acik.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_algi.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_beste.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_bugu.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_cay.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_cekirge.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_cene.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_ceren.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_cilek.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_defne.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_demet.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_demir.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_deve.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_deyim.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_dil.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_dizge.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_dugun.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_eger.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_elmacik.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_eski.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_firildak.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_gezi.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_gicik.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_goz.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_gunes.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_gurbuz.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_hekim.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_igde.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_isirgan.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_japon.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kagit.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_karton.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kedi.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kemik.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kibir.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kiler.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kirgin.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_koku.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_konuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_koy.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kulac.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kusluk.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_kustah.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_lokma.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_lufer.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_melek.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_mujde.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_nasil.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_nicin.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_odenek.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_ogul.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_okul.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_olcut.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_ordek.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_orgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_pamuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_pas.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_pihti.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_rihtim.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_saf.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_sarap.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_sarj.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_satir.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_senlik.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_sepet.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_serin.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_sevgi.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_simit.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_soba.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_sucuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_tahta.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_tembel.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_tirtil.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_turev.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_unlu.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_utanc.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_vurgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_yanki.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_yazim.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_yigilmak.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_yigin.wav,Sad
C:/proje/ser_proje\dataset\Sad\6783_hl_zeytin.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_acik.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_algi.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_beste.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_bugu.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_cay.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_cekirge.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_cene.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_ceren.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_cilek.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_defne.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_demet.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_demir.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_deve.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_deyim.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_dil.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_dizge.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_dugun.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_eger.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_elmacik.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_eski.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_firildak.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_gezi.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_gicik.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_goz.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_gunes.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_gurbuz.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_hekim.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_igde.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_isirgan.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_japon.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kagit.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_karton.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kedi.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kemik.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kibir.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kiler.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kirgin.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_koku.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_konuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_koy.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kulac.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kusluk.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_kustah.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_lokma.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_lufer.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_melek.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_mujde.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_nasil.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_nicin.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_odenek.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_ogul1.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_okul.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_olcut.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_ordek.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_orgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_pamuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_pas.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_pihti.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_rihtim.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_saf.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_sarap.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_sarj.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_satir.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_senlik.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_sepet.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_serin.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_sevgi.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_simit.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_soba.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_sucuk.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_tahta.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_tembel.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_tirtil.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_turev.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_unlu.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_utanc.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_vurgu.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_yanki.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_yazim.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_yigilmak.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_yigin.wav,Sad
C:/proje/ser_proje\dataset\Sad\7895_hl_zeytin.wav,Sad
